Timestamp,Voltage (V),Current (A),Power Consumption (kW),Reactive Power (kVAR),Power Factor,Solar Power (kW),Wind Power (kW),Grid Supply (kW),Voltage Fluctuation (%),Overload Condition,Transformer Fault,Temperature (°C),Humidity (%),Electricity Price (USD/kWh),Predicted Load (kW)
2024-01-01 00:00:00,232.48357076505616,5.124672741462765,1.1914022179376131,0.3990291541911931,0.9077655280980953,46.61484530540027,26.39956604563302,0.0,1.0559370521676525,0,0,17.842767064400007,64.52335267421111,0.4161564107971101,1.2331584224739387
2024-01-01 00:15:00,229.3086784941441,22.21351868141248,5.093752613539678,1.2480300128782689,0.8318133316322733,6.907169503249216,18.555011274572458,0.0,-3.9109018341584445,1,0,18.75369822819185,49.67193960492017,0.49233436510627315,5.247824239531332
2024-01-01 00:30:00,233.23844269050346,46.13221715719354,10.759806487603946,2.7904635769346258,0.999005396391214,15.47763994196853,12.905025033981705,0.0,-0.19755050769516114,0,0,16.71932518134446,48.47276856045443,0.42778499476993215,10.580278295882652
2024-01-01 00:45:00,237.61514928204014,47.64897167234906,11.322117517060924,1.9569652535824753,0.8964623510239657,35.74639831436956,28.93712893790582,0.0,2.6719214699472005,0,0,15.364563828651885,75.76677628756167,0.4879530579345335,11.225945964435768
2024-01-01 01:00:00,228.82923312638331,7.410166175554767,1.6956626432912623,0.6247181672178164,0.8706807777745019,27.555037878295707,14.18464814365205,0.0,3.8269370610055002,0,0,38.760333462053055,61.38421275306328,0.2900782955543383,1.696639053230783
2024-01-01 01:15:00,228.8293152152541,10.55400861643642,2.4150665644750373,0.9358528120672404,0.9700034408167308,46.0293386543022,25.887702662596546,0.0,2.201227406407014,0,0,25.96980618673262,50.4374738680702,0.46970851467156594,2.4823209195648523
2024-01-01 01:30:00,237.89606407753695,5.2191655265204915,1.2416189365283907,0.36800533165255755,0.9628554245035374,21.5364271483711,13.128720695667313,0.0,-0.8001847054642797,1,0,31.406756294649632,74.00103334442429,0.25564842896541307,1.2290654100695328
2024-01-01 01:45:00,233.83717364576455,44.09031705174289,10.309955124525217,1.500174490941546,0.8467785586057288,11.0418283655982,7.978981976298339,0.0,4.361456730345498,0,0,23.179630777687972,44.9452213179125,0.4212383618176371,10.776033910515055
2024-01-01 02:00:00,227.65262807032525,8.189880162148357,1.864447742494095,0.48541072550855163,0.9685981405589412,3.7527250994672467,3.927132639678501,0.0,4.481335396111007,0,0,24.576090328980666,26.956974481280554,0.43123040754814324,1.8075437092282034
2024-01-01 02:15:00,232.7128002179298,9.85550684989532,2.2935025966061287,0.43745921026668455,0.8566823548696797,24.417061637405336,29.437511301815924,0.0,0.46804095471327045,1,0,11.235522075546271,26.669849822310603,0.16921926516144303,2.2973300967210863
2024-01-01 02:30:00,227.68291153593768,15.24301923086297,3.4705749990811707,0.8164854658746892,0.813529021644255,39.89143509832874,6.225916880527392,0.0,-0.42761641250800864,0,0,38.67690961271958,33.986975586132935,0.19381328731807523,3.3571680219591657
2024-01-01 02:45:00,227.6713512321487,46.276229824040065,10.535771773968662,3.1856200734686997,0.8067092430990884,6.834522067978233,18.94709765324024,0.0,1.8849900990674655,0,0,12.571592455191743,52.72370346046629,0.18776035988418172,10.044423180534405
2024-01-01 03:00:00,231.20981135783018,35.970530327891694,8.316739531552948,1.0080786198217735,0.9041405699667476,43.70219329614123,2.9221275588122375,0.0,-0.19166931739276194,0,0,12.811245339993722,33.73286389189336,0.49867085025214475,8.222846006328172
